
Input, Output
0.02, 23.06
0.02, 23.06
0.02, 23.06
-0.01, 23.03
0.01, 23.04
0.01, 23.04
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.03, 23.07
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.03, 23.07
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.07
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.03, 23.07
0.02, 23.07
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.04
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.00, 23.04
0.01, 23.04
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.03, 23.06
0.03, 23.07
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
-0.00, 23.03
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.04
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.07
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.04
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.07
0.02, 23.07
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.07
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.04
0.01, 23.04
0.01, 23.04
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.04
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.07
0.02, 23.07
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.07
0.02, 23.06
0.02, 23.07
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.04
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.03, 23.07
0.02, 23.06
0.01, 23.06
0.03, 23.08
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.03, 23.08
0.02, 23.07
0.02, 23.07
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.04
0.01, 23.04
0.01, 23.04
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.04
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.07
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.07
0.02, 23.07
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.04
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.07
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
-0.00, 23.03
0.02, 23.04
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.03, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.07
0.02, 23.07
0.02, 23.07
0.01, 23.06
0.01, 23.05
0.01, 
